target_word,similar_word,similarity_score,method,model
人文,們,0.7591189706646512,pearson,bert
人文,後,0.7535871112463951,pearson,bert
人文,生,0.7479292830794457,pearson,bert
人文,此,0.7430513440953309,pearson,bert
人文,十,0.7236679531447215,pearson,bert
人文,過,0.7222847053935638,pearson,bert
人文,着,0.7180323860923835,pearson,bert
人文,手,0.7151192532718028,pearson,bert
人文,主,0.7115946680481899,pearson,bert
人文,時,0.7105372177869277,pearson,bert
人文,者,0.7043803242958226,pearson,bert
人文,麥,0.7004748226544673,pearson,bert
人文,年,0.6998755944175679,pearson,bert
人文,地,0.6983857101833464,pearson,bert
人文,子,0.6974371729371248,pearson,bert
人文,正,0.6931646939791584,pearson,bert
人文,米,0.6883380390217793,pearson,bert
人文,食,0.6866067933512495,pearson,bert
人文,這,0.6858480387947239,pearson,bert
人文,民,0.6848635340060424,pearson,bert
